fecha,precipitacion_mm,QC_Fisico,QC_IQR,QC_Ceros,QC_Temporal,QC_ENSO,Decision,UH,Estacion
2014-02-11,3.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-12,2.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-13,7.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-14,3.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-15,2.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-16,3.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-17,2.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-18,3.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-19,2.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-20,2.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-21,3.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-22,6.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-23,3.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-24,9.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-25,13.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-26,10.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-27,1.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-02-28,3.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-01,4.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-02,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-03,1.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-04,4.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-05,2.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-06,5.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-07,2.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-08,7.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-09,6.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-10,4.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-11,6.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-12,0.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-13,4.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-14,11.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-15,2.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-16,4.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-17,8.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-18,25.1,True,False,True,True,True,Revisar,ANA,ANA 1
2014-03-19,2.9,True,True,True,False,True,Revisar,ANA,ANA 1
2014-03-20,2.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-21,6.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-22,5.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-23,3.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-24,5.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-25,2.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-26,3.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-27,6.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-28,4.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-29,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-30,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-03-31,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-01,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-02,2.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-03,2.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-04,3.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-05,1.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-06,0.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-07,2.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-08,0.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-09,1.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-10,3.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-11,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-12,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-13,1.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-14,0.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-15,1.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-16,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-17,0.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-18,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-19,5.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-20,0.0,True,True,False,True,True,Revisar,ANA,ANA 1
2014-04-21,1.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-22,1.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-23,3.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-24,1.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-25,4.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-26,0.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-27,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-28,2.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-29,5.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-04-30,3.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-01,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-02,0.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-03,1.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-04,2.9,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-05,3.5,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-06,6.2,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-07,3.7,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-08,7.0,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-09,1.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-10,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-11,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-12,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-13,2.3,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-14,0.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-15,2.4,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-16,0.0,True,True,False,True,True,Revisar,ANA,ANA 1
2014-05-17,2.7,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-18,1.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-19,0.0,True,True,False,True,True,Revisar,ANA,ANA 1
2014-05-20,1.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-21,2.4,True,False,True,True,True,Revisar,ANA,ANA 1
2014-05-22,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-23,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-24,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-25,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-26,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-27,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-28,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-29,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-30,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-05-31,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-01,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-02,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-03,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-04,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-05,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-06,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-07,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-08,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-09,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-10,0.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-11,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-12,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-13,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-14,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-15,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-16,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-17,0.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-18,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-19,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-20,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-21,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-22,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-23,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-24,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-25,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-26,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-27,3.4,True,False,True,True,True,Revisar,ANA,ANA 1
2014-06-28,1.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-29,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-06-30,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-01,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-02,1.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-03,0.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-04,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-05,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-06,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-07,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-08,1.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-09,0.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-10,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-11,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-12,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-13,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-14,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-15,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-16,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-17,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-18,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-19,0.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-20,1.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-21,1.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-22,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-23,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-24,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-25,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-26,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-27,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-28,4.0,True,False,True,True,True,Revisar,ANA,ANA 1
2014-07-29,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-30,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-07-31,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-01,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-02,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-03,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-04,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-05,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-06,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-07,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-08,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-09,3.3,True,False,True,True,True,Revisar,ANA,ANA 1
2014-08-10,0.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-11,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-12,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-13,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-14,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-15,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-16,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-17,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-18,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-19,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-20,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-21,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-22,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-23,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-24,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-25,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-26,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-27,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-28,1.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-29,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-30,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-08-31,0.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-01,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-02,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-03,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-04,1.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-05,1.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-06,2.6,True,False,True,True,True,Revisar,ANA,ANA 1
2014-09-07,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-08,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-09,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-10,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-11,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-12,3.9,True,False,True,True,True,Revisar,ANA,ANA 1
2014-09-13,2.7,True,False,True,True,True,Revisar,ANA,ANA 1
2014-09-14,1.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-15,0.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-16,10.0,True,False,True,True,True,Revisar,ANA,ANA 1
2014-09-17,7.8,True,False,True,True,True,Revisar,ANA,ANA 1
2014-09-18,0.0,True,True,False,True,True,Revisar,ANA,ANA 1
2014-09-19,1.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-20,1.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-21,1.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-22,2.7,True,False,True,True,True,Revisar,ANA,ANA 1
2014-09-23,1.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-24,0.0,True,True,False,True,True,Revisar,ANA,ANA 1
2014-09-25,2.8,True,False,True,True,True,Revisar,ANA,ANA 1
2014-09-26,1.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-27,0.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-28,1.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-29,0.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-09-30,3.7,True,False,True,True,True,Revisar,ANA,ANA 1
2014-10-01,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-02,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-03,0.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-04,1.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-05,2.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-06,1.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-07,2.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-08,5.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-09,5.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-10,2.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-11,0.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-12,1.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-13,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-14,1.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-15,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-16,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-17,1.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-18,1.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-19,1.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-20,10.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-21,2.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-22,2.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-23,0.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-24,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-25,2.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-26,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-27,4.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-28,1.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-29,1.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-30,4.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-10-31,0.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-01,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-02,1.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-03,3.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-04,1.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-05,0.0,True,True,False,True,True,Revisar,ANA,ANA 1
2014-11-06,2.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-07,32.4,True,False,True,False,True,Revisar,ANA,ANA 1
2014-11-08,2.8,True,True,True,False,True,Revisar,ANA,ANA 1
2014-11-09,0.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-10,0.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-11,6.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-12,2.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-13,2.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-14,4.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-15,1.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-16,5.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-17,9.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-18,2.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-19,2.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-20,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-21,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-22,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-23,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-24,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-25,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-26,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-27,0.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-28,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-29,0.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-11-30,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-01,2.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-02,1.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-03,2.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-04,3.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-05,2.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-06,2.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-07,5.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-08,3.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-09,8.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-10,6.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-11,2.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-12,0.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-13,7.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-14,4.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-15,4.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-16,7.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-17,9.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-18,3.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-19,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-20,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-21,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-22,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-23,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-24,1.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-25,2.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-26,4.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-27,3.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-28,1.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-29,3.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2014-12-30,32.2,True,False,True,False,True,Revisar,ANA,ANA 1
2014-12-31,4.5,True,True,True,False,True,Revisar,ANA,ANA 1
2015-01-01,6.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-02,7.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-03,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-04,0.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-05,3.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-06,3.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-07,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-08,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-09,1.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-10,1.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-11,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-12,2.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-13,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-14,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-15,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-16,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-17,1.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-18,4.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-19,7.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-20,7.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-21,7.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-22,10.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-23,3.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-24,3.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-25,5.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-26,2.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-27,3.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-28,3.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-29,4.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-30,1.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-01-31,10.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-01,31.1,True,False,True,False,True,Revisar,ANA,ANA 1
2015-02-02,7.3,True,True,True,False,True,Revisar,ANA,ANA 1
2015-02-03,0.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-04,0.7,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-05,1.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-06,2.2,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-07,4.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-08,2.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-09,1.9,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-10,0.4,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-11,2.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-12,0.6,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-13,2.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-14,3.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-15,4.3,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-16,0.5,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-17,0.1,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-18,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-19,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-20,0.0,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-21,0.8,True,True,True,True,True,Aceptado,ANA,ANA 1
2015-02-22,2.1,True,True,True,True,True,Aceptado,ANA,ANA 1
